"","X","Y","OBJECTID","Call_Taken","Location","Latitude","Longitude","Ward","Community","Neighborho","Tow_Zone","Day","Snow_Emerg","distances_m","time_s"
"69",-93.2688209997893,45.0002800004218,69,"02/12/2019 11:36pm","120 13th ave,Minneapolis,MN",45.00028,-93.268821,3,"Northeast","Sheridan",2,1,"Westminster",4369.1,449.1
"70",-93.2782609998452,44.9854299999946,70,"02/12/2019 11:37pm","600 4th st n,Minneapolis,MN",44.98543,-93.278261,3,"Central","North Loop",1,1,"Westminster",2030,284.2
"71",-93.2944160001982,44.9988609997354,71,"02/12/2019 11:38pm","1901 Emerson ave n ,Minneapolis,MN",44.998861,-93.294416,5,"Near North","Near - North",1,1,"Westminster",3257.2,347.4
"72",-93.2324149999523,44.9880209998693,72,"02/12/2019 11:39pm","1313 como ave se,Minneapolis,MN",44.988021,-93.232415,2,"University","Como",4,1,"Westminster",5935.2,686.9
"73",-93.2399050000157,44.9636880001012,73,"02/12/2019 11:40pm","2211 9th st s,Minneapolis,MN",44.963688,-93.239905,6,"Longfellow","Seward",4,1,"Westminster",5993.1,645.3
"74",-93.3012139998262,44.9533510000487,74,"02/12/2019 11:43pm","2724 IRVING AVE S,Minneapolis,MN",44.953351,-93.301214,7,"Calhoun Isle","East Isles",3,1,"Westminster",4151.4,458.6
"75",-93.3017959996856,44.9506210000592,75,"02/12/2019 11:43pm","2857 Irving ave s ,Minneapolis,MN",44.950621,-93.301796,7,"Calhoun Isle","East Isles",3,1,"Westminster",4476.2,500.3
"76",-93.2797439998856,44.9341050001457,76,"02/12/2019 11:44pm","3800 blaisdell ave so,Minneapolis,MN",44.934105,-93.279744,8,"Southwest","King Field",5,1,"Westminster",6817.1,634.1
"77",-93.2399579997618,44.9636890001473,77,"02/12/2019 11:44pm","2217 9TH ST S,Minneapolis,MN",44.963689,-93.239958,6,"Longfellow","Seward",4,1,"Westminster",5997.8,646.4
"78",-93.2297629999624,44.987684999663,78,"02/12/2019 11:45pm","1512 como ave se,Minneapolis,MN",44.987685,-93.229763,2,"University","Como",4,1,"Westminster",6144.3,705.7
"79",-93.2672219997954,45.0012520002796,79,"02/12/2019 11:46pm","143 13th ave ne,Minneapolis,MN",45.001252,-93.267222,3,"Northeast","Sheridan",2,1,"Westminster",4572.2,477.6
"80",-93.2265059999519,44.9698910001696,80,"02/12/2019 11:48pm","609 oak st se,Minneapolis,MN",44.969891,-93.226506,2,"University","Prospect Park - East River Road",4,1,"Westminster",7339.1,688.6
"81",-93.2666739997053,45.0010990004186,81,"02/12/2019 11:50pm","171 13th ave,Minneapolis,MN",45.001099,-93.266674,3,"Northeast","Sheridan",2,1,"Westminster",4435.1,466
"82",-93.3017959996856,44.9506210000592,82,"02/12/2019 11:51pm","2857 IRVING AVE S ,Minneapolis,MN",44.950621,-93.301796,7,"Calhoun Isle","East Isles",3,1,"Westminster",4476.2,500.3
"83",-93.2813740004098,44.9886330002128,83,"02/12/2019 11:51pm","901 3rd st n,Minneapolis,MN",44.988633,-93.281374,3,"Central","North Loop",1,1,"Westminster",2156.4,259.1
"84",-93.2800739998152,44.9427739997204,84,"02/12/2019 11:52pm","3300 block of Blaisdell Avenue so,Minneapolis,MN",44.942774,-93.280074,8,"Powderhorn","Lyndale",5,1,"Westminster",5766.5,597.3
"85",-93.2782609998452,44.9854299999946,85,"02/12/2019 11:52pm","600 4th st n,Minneapolis,MN",44.98543,-93.278261,3,"Central","North Loop",1,1,"Westminster",2030,284.2
"86",-93.2381720001376,44.9672339999492,86,"02/12/2019 11:55pm","24TH AVE S & 9TH ST ,Minneapolis,MN",44.967234,-93.238172,2,"University","Cedar Riverside",4,1,"Westminster",6007.4,622.9
"87",-93.2800739998152,44.9427739997204,87,"02/12/2019 11:56pm","3300 block of Blaisdell Avenue so,Minneapolis,MN",44.942774,-93.280074,8,"Powderhorn","Lyndale",5,1,"Westminster",5766.5,597.3
"88",-93.3017759996626,44.9511860000339,88,"02/12/2019 11:56pm","2841 Irving av s ,Minneapolis,MN",44.951186,-93.301776,7,"Calhoun Isle","East Isles",3,1,"Westminster",4412.9,489
"89",-93.3000059998769,44.9545230001364,89,"02/12/2019 11:57pm","2643 IRVING AVE S,Minneapolis,MN",44.954523,-93.300006,7,"Calhoun Isle","East Isles",3,1,"Westminster",4041,452.6
"90",-93.2628820002041,44.9238110002775,90,"02/12/2019 11:58pm","4342 Chicago Avenue South,Minneapolis,MN",44.923811,-93.262882,8,"Nokomis","Regina",5,1,"Westminster",9586.3,835.4
"91",-93.2828779996199,44.9886829998206,91,"02/12/2019 11:58pm","998 4th st n,Minneapolis,MN",44.988683,-93.282878,5,"Central","North Loop",1,1,"Westminster",1944.8,232.1
"92",-93.2381720001376,44.9672339999492,92,"02/13/2019 12:00am","24TH AVE S & 9TH ST ,Minneapolis,MN",44.967234,-93.238172,2,"University","Cedar Riverside",4,1,"Westminster",6007.4,622.9
"93",-93.2526410000821,45.0134649996101,93,"02/13/2019 12:01am","2500 Monroe st ne,Minneapolis,MN",45.013465,-93.252641,1,"Northeast","Holland",2,1,"Westminster",6602.6,648.2
"94",-93.3017169996398,44.9510599996194,94,"02/13/2019 12:03am","2845 Irving Ave S,Minneapolis,MN",44.95106,-93.301717,7,"Calhoun Isle","East Isles",3,1,"Westminster",4354.2,474.8
"95",-93.2356109998477,45.012672999959,95,"02/13/2019 12:05am","1720 Lowery ave ne,Minneapolis,MN",45.012673,-93.235611,1,"Northeast","Windom Park",2,1,"Westminster",7894.2,751.5
"96",-93.2273379996489,44.940287000145,96,"02/13/2019 12:05am","3432 31st Avenue South,Minneapolis,MN",44.940287,-93.227338,12,"Longfellow","Howe",6,1,"Westminster",8136.3,751.1
"97",-93.2942060004066,44.958398999914,97,"02/13/2019 12:07am","2425 Hennepin Ave South,Minneapolis,MN",44.958399,-93.294206,10,"Calhoun Isle","Lowry Hill East",3,1,"Westminster",3263,347.1
"98",-93.2193679999332,44.9713629997027,98,"02/13/2019 12:08am","201-299 27th av se,Minneapolis,MN",44.971363,-93.219368,2,"University","Prospect Park - East River Road",4,1,"Westminster",7524.1,705.5
"99",-93.2521750001761,44.9445539999672,99,"02/13/2019 12:10am","3201 Bloomington Ave S ,Minneapolis,MN",44.944554,-93.252175,9,"Powderhorn","Powderhorn Park",6,1,"Westminster",6630.7,693.3
"100",-93.2570710002265,44.9890040002345,100,"02/13/2019 12:11am","99-1 University ave Ne,Minneapolis,MN",44.989004,-93.257071,3,"University","Nicollet Island - East Bank",2,1,"Westminster",3729.3,453.3
"101",-93.2753270003408,44.9341179998459,101,"02/13/2019 12:11am","1-99 38th St E,Minneapolis,MN",44.934118,-93.275327,8,"Southwest","King Field",5,1,"Westminster",6579.5,645.3
"102",-93.2940470002688,45.0149269995814,102,"02/13/2019 12:11am","3298 Emerson ave n ,Minneapolis,MN",45.014927,-93.294047,4,"Camden","Folwell",1,1,"Westminster",5027.8,489
"103",-93.2947260001048,44.962897999643,103,"02/13/2019 12:12am","1200 franklin,Minneapolis,MN",44.962898,-93.294726,7,"Calhoun Isle","Lowry Hill",3,1,"Westminster",2974.5,357.2
"104",-93.2782609998452,44.9854299999946,104,"02/13/2019 12:12am","600 4th st n,Minneapolis,MN",44.98543,-93.278261,3,"Central","North Loop",1,1,"Westminster",2030,284.2
"105",-93.2586569996208,44.9871789997111,105,"02/13/2019 12:13am","2 - 98 Lourdes pl,Minneapolis,MN",44.987179,-93.258657,3,"University","Nicollet Island - East Bank",4,1,"Westminster",3808.5,460.7
"106",-93.2270820004339,44.9483769999986,106,"02/13/2019 12:14am","3000 31st av s,Minneapolis,MN",44.948377,-93.227082,2,"Longfellow","Longfellow",4,1,"Westminster",7414.2,722.7
"107",-93.2454549996485,44.9839520001847,107,"02/13/2019 12:14am","700 4st n,Minneapolis,MN",44.983952,-93.245455,3,"University","Marcy Holmes",4,1,"Westminster",5100.2,565.3
"108",-93.2953100000564,45.0169140003809,108,"02/13/2019 12:14am","3400-3498 Fremont ave n ,Minneapolis,MN",45.016914,-93.29531,4,"Camden","Folwell",1,1,"Westminster",5082,494.4
"109",-93.2983750002061,44.9528330004427,109,"02/13/2019 12:15am","2730 hennepin ,Minneapolis,MN",44.952833,-93.298375,7,"Calhoun Isle","East Isles",3,1,"Westminster",3937.1,404.7
"110",-93.2578629998775,44.9865529996213,110,"02/13/2019 12:15am","98 Lourdes Pl Ne,Minneapolis,MN",44.986553,-93.257863,3,"University","Nicollet Island - East Bank",4,1,"Westminster",3902.3,477.5
"111",-93.2204090002751,44.9269320003116,111,"02/13/2019 12:16am","3600 42nd st,Minneapolis,MN",44.926932,-93.220409,12,"Longfellow","Hiawatha",6,1,"Westminster",9464.7,837.3
"112",-93.2789429998195,44.985788000316,112,"02/13/2019 12:16am","700 4th st n ,Minneapolis,MN",44.985788,-93.278943,3,"Central","North Loop",1,1,"Westminster",2096,296.1
"113",-93.2628020001122,44.9249919998809,113,"02/13/2019 12:17am","4300 Chicago ave s,Minneapolis,MN",44.924992,-93.262802,8,"Nokomis","Regina",5,1,"Westminster",8167.4,815.1
"114",-93.2826780002894,44.9678379999238,114,"02/13/2019 12:19am","300 15TH ST W,Minneapolis,MN",44.967838,-93.282678,7,"Central","Loring Park",3,1,"Westminster",2342.7,265.1
"115",-93.2431840001415,44.9609820003191,115,"02/13/2019 12:20am","2188 MINNEHAHA AVE S,Minneapolis,MN",44.960982,-93.243184,6,"Longfellow","Seward",4,1,"Westminster",5520.1,618.1
"116",-93.2985839999516,44.9526069999131,116,"02/13/2019 12:20am","2736 HENNEPIN AVE ,Minneapolis,MN",44.952607,-93.298584,7,"Calhoun Isle","East Isles",3,1,"Westminster",3965.4,407.3
"117",-93.2270899999035,44.9468339998892,117,"02/13/2019 12:21am","3100 31st ave s,Minneapolis,MN",44.946834,-93.22709,2,"Longfellow","Longfellow",6,1,"Westminster",7586.5,736.4
"118",-93.2826780002894,44.9678379999238,118,"02/13/2019 12:23am","300 15TH ST W,Minneapolis,MN",44.967838,-93.282678,7,"Central","Loring Park",3,1,"Westminster",2342.7,265.1
"119",-93.290991999681,44.984097999723,119,"02/13/2019 12:24am","401 6th avenue North,Minneapolis,MN",44.984098,-93.290992,5,"Near North","Sumner - Glenwood",3,1,"Westminster",830.6,164.5
"120",-93.253431999687,44.9343149999373,120,"02/13/2019 12:27am","1500 BLOCK 38TH ST E,Minneapolis,MN",44.934315,-93.253432,9,"Powderhorn","Powderhorn Park",6,1,"Westminster",7906.4,780.8
"121",-93.2506819996745,44.9464179995911,121,"02/13/2019 12:27am","1611 31st st e,Minneapolis,MN",44.946418,-93.250682,9,"Powderhorn","Powderhorn Park",6,1,"Westminster",6571.3,688.2
"122",-93.2860219998154,44.9684460000829,122,"02/13/2019 12:29am","300 498 15th Street West,Minneapolis,MN",44.968446,-93.286022,7,"Central","Loring Park",3,1,"Westminster",2068.3,240.4
"123",-93.2956660002856,45.0257810000931,123,"02/13/2019 12:35am","3898 Fremont Ave n,Minneapolis,MN",45.025781,-93.295666,4,"Camden","Webber - Camden",1,1,"Westminster",6709.4,518.2
"124",-93.216134000084,44.9726430002743,124,"02/13/2019 12:36am","2830 4th st se,Minneapolis,MN",44.972643,-93.216134,2,"University","Prospect Park - East River Road",4,1,"Westminster",7926,743.2
"125",-93.2954740004247,45.0297260003547,125,"02/13/2019 12:36am","4100 Freemont Ave N,Minneapolis,MN",45.029726,-93.295474,4,"Camden","Webber - Camden",1,1,"Westminster",7153.9,556
"126",-93.2737860003236,44.9405129997752,126,"02/13/2019 12:38am","3425 2ND AVE S,Minneapolis,MN",44.940513,-93.273786,9,"Powderhorn","Central",5,1,"Westminster",5966.6,605.3
"127",-93.3017530004006,44.9505250001287,127,"02/13/2019 12:38am","2861 Irving Ave s,Minneapolis,MN",44.950525,-93.301753,7,"Calhoun Isle","East Isles",3,1,"Westminster",4453.4,492.6
"128",-93.2399579997618,44.9636890001473,128,"02/12/2019 11:42pm","2217 S 9 St,Minneapolis,MN",44.963689,-93.239958,6,"Longfellow","Seward",4,1,"Westminster",5997.8,646.4
"129",-93.2431070001879,44.9601770000685,129,"02/13/2019 12:39am","2296 MINNEHAHA AVE,Minneapolis,MN",44.960177,-93.243107,6,"Longfellow","Seward",4,1,"Westminster",5561.7,631.8
"130",-93.2969009996813,45.0239959996157,130,"02/13/2019 12:41am","1398 Dowling Ave n,Minneapolis,MN",45.023996,-93.296901,4,"Camden","Folwell",1,1,"Westminster",6612,511.4
"131",-93.2686980004124,44.9683009996915,131,"02/13/2019 12:41am","500 15TH ST W,Minneapolis,MN",44.968301,-93.268698,7,"Central","Elliot Park",3,1,"Westminster",2917.6,383.1
"132",-93.2936990004085,44.9592539997723,132,"02/13/2019 12:41am","2339 hennepin ave ,Minneapolis,MN",44.959254,-93.293699,10,"Calhoun Isle","Lowry Hill East",3,1,"Westminster",3191.3,337.6
"133",-93.2858150001621,44.9682190004066,133,"02/13/2019 12:41am","430 OAK GROVE ,Minneapolis,MN",44.968219,-93.285815,7,"Central","Loring Park",3,1,"Westminster",2094.8,242.8
"134",-93.2931730004336,44.9818929996623,134,"02/13/2019 12:42am","208 Van white memorial blvd ,Minneapolis,MN",44.981893,-93.293173,5,"Near North","Sumner - Glenwood",3,1,"Westminster",947.1,180.4
"135",-93.2702069998531,44.9395510003784,135,"02/13/2019 12:42am","3500 4th ave s,Minneapolis,MN",44.939551,-93.270207,9,"Powderhorn","Central",5,1,"Westminster",6373.7,631.8
"136",-93.2810390002496,44.9674659998561,136,"02/13/2019 12:42am","201 15 st w ,Minneapolis,MN",44.967466,-93.281039,7,"Central","Loring Park",3,1,"Westminster",2518,281.7
"137",-93.2930720002726,44.9627039996899,137,"02/13/2019 12:45am","Franklin Ave at Dupont Ave s,Minneapolis,MN",44.962704,-93.293072,7,"Calhoun Isle","Lowry Hill",3,1,"Westminster",2845.6,326.1
